id_operacion,fecha_originacion,producto,canal,region,monto_original,plazo_meses,renta,carga_financiera,antiguedad_meses,score,saldo,dias_mora,fecha_default
B002491,2025-09-13,Consumo,Digital,Valparaíso,4040427,36,530311,0.2405,13,690,3748307,103,2026-10-08
B002492,2025-07-04,Automotriz,Convenio,Metropolitana,3325968,36,687171,0.1509,13,806,1396842,46,
B002493,2025-06-05,Tarjeta,Sucursal,Metropolitana,1251943,18,457253,0.1767,23,803,537086,0,
B002494,2025-04-09,Consumo,Sucursal,Otras,3443629,36,469602,0.2367,9,704,541057,0,
B002495,2025-01-05,Automotriz,Convenio,Otras,5968192,24,850664,0.3408,23,764,4188724,0,
B002496,2025-03-31,Consumo,Sucursal,Valparaíso,3558029,48,518401,0.1536,22,830,982401,0,
B002497,2025-07-03,Microempresa,Sucursal,Valparaíso,6632099,36,779222,0.2806,16,670,4753082,0,
B002498,2025-07-16,Tarjeta,Sucursal,Metropolitana,1901638,60,545829,0.067,32,791,1187943,0,
B002499,2025-03-16,Tarjeta,Digital,Metropolitana,2789072,36,567361,0.1643,9,749,1741723,0,
B002500,2025-05-04,Tarjeta,Digital,Metropolitana,793877,48,420000,0.0457,28,844,204385,0,
B002501,2025-10-31,Automotriz,Convenio,Valparaíso,1157492,48,420000,0.0635,22,922,642528,0,
B002502,2025-11-26,Microempresa,Digital,Metropolitana,7704964,18,1268465,0.3694,37,744,4325089,0,
B002503,2025-09-23,Consumo,Digital,Metropolitana,3962705,36,478249,0.2475,43,812,3315333,0,
B002504,2025-04-16,Tarjeta,Digital,Valparaíso,3702357,12,474115,0.7834,8,469,2176716,129,2025-08-14
B002505,2025-10-15,Tarjeta,Digital,Metropolitana,13855084,24,2125432,0.2887,27,826,4150572,0,
B002506,2025-02-27,Microempresa,Sucursal,Metropolitana,1407873,60,420000,0.0634,25,827,1186484,30,
B002507,2025-05-29,Automotriz,Convenio,Biobío,7517005,60,1176607,0.128,23,879,3043111,0,
B002508,2025-04-14,Tarjeta,Sucursal,Metropolitana,3181874,36,840177,0.1138,25,804,3067086,90,2025-05-14
B002509,2025-01-13,Automotriz,Digital,Otras,4674932,36,535339,0.2578,23,783,2908189,0,
B002510,2025-06-12,Consumo,Digital,Metropolitana,5878008,36,1003636,0.1752,13,843,4010037,0,
B002511,2025-06-11,Consumo,Convenio,Biobío,8427466,24,1636065,0.2407,18,860,2331889,0,
B002512,2025-11-22,Microempresa,Sucursal,Metropolitana,5027626,24,739644,0.3299,51,797,3677219,0,
B002513,2025-09-04,Consumo,Sucursal,Metropolitana,2437049,36,623819,0.1206,10,834,1774229,0,
B002514,2025-08-27,Consumo,Convenio,Metropolitana,1926852,48,420000,0.1146,12,805,1237186,0,
B002515,2025-01-05,Tarjeta,Digital,Metropolitana,1758183,24,572423,0.1485,31,805,1135508,187,2025-04-05
B002516,2025-02-26,Automotriz,Convenio,Metropolitana,6835755,36,859289,0.2539,14,746,2982916,0,
B002517,2025-04-19,Consumo,Sucursal,Biobío,608716,12,476758,0.1201,15,801,301987,0,
B002518,2025-07-01,Consumo,Sucursal,Valparaíso,5787408,36,820692,0.2345,25,813,2583529,0,
B002519,2025-06-16,Consumo,Digital,Otras,1941069,24,509326,0.1849,20,835,537378,24,
B002520,2025-03-26,Automotriz,Sucursal,Metropolitana,2205809,24,581203,0.1784,55,945,1769124,0,
B002521,2025-10-18,Automotriz,Digital,Metropolitana,1791688,60,420000,0.0783,44,845,1219872,0,
B002522,2025-09-20,Consumo,Digital,Metropolitana,2027827,60,517973,0.0762,26,865,1147331,0,
B002523,2025-01-01,Automotriz,Sucursal,Otras,3733117,24,1018629,0.1629,22,906,3056327,0,
B002524,2025-02-11,Consumo,Digital,Biobío,7309344,24,820362,0.4164,23,713,5277387,100,2025-11-08
B002525,2025-05-13,Microempresa,Sucursal,Metropolitana,885315,36,420000,0.0672,23,774,341582,0,
B002526,2025-10-23,Microempresa,Convenio,Otras,1458684,36,733960,0.0629,15,839,869093,167,2026-09-18
B002527,2025-05-20,Consumo,Convenio,Metropolitana,3414611,24,840628,0.1855,18,790,1462734,0,
B002528,2025-10-28,Microempresa,Convenio,Metropolitana,3692899,36,420000,0.2915,16,770,2571012,51,
B002529,2025-08-03,Tarjeta,Digital,Otras,1502057,24,427309,0.1727,13,738,208022,0,
B002530,2025-01-27,Consumo,Convenio,Metropolitana,2624333,36,420000,0.2045,44,839,1658123,0,
B002531,2025-09-26,Automotriz,Convenio,Metropolitana,1963372,24,559377,0.1698,51,919,629441,0,
B002532,2025-07-17,Consumo,Sucursal,Otras,5390746,36,636851,0.2551,45,838,1029455,0,
B002533,2025-08-18,Automotriz,Digital,Valparaíso,7235330,36,885797,0.2721,20,696,3653111,0,
B002534,2025-05-15,Consumo,Digital,Biobío,1533021,60,783941,0.0368,17,821,850278,0,
B002535,2025-01-20,Automotriz,Sucursal,Otras,3092088,24,480438,0.3127,17,789,2375921,0,
B002536,2025-09-04,Microempresa,Digital,Valparaíso,11590383,24,1592043,0.331,23,825,4944632,0,
B002537,2025-03-04,Consumo,Convenio,Biobío,7079622,24,1485501,0.2201,18,933,1821214,0,
B002538,2025-04-17,Consumo,Convenio,Biobío,10866729,48,1377516,0.1915,48,904,1768677,0,
B002539,2025-09-29,Tarjeta,Digital,Metropolitana,4047017,36,585328,0.2223,24,774,2482817,0,
B002540,2025-11-25,Microempresa,Digital,Metropolitana,4109614,36,555931,0.2271,24,716,2457732,0,
B002541,2025-12-24,Tarjeta,Digital,Valparaíso,6561438,48,808634,0.1881,20,782,4165633,0,
B002542,2025-01-29,Consumo,Sucursal,Biobío,3018645,48,574212,0.1193,31,884,748663,0,
B002543,2025-11-28,Automotriz,Sucursal,Valparaíso,2913366,36,420000,0.2183,32,771,2486731,90,2026-10-24
B002544,2025-12-06,Consumo,Sucursal,Metropolitana,6988371,36,1825978,0.1201,14,914,5443751,0,
B002545,2025-07-07,Microempresa,Sucursal,Otras,9710584,48,1430801,0.1571,7,934,6846886,32,
B002546,2025-06-26,Consumo,Convenio,Otras,2767193,48,617651,0.1107,6,819,1015228,0,
B002547,2025-03-23,Microempresa,Convenio,Biobío,1877474,48,420000,0.1056,70,945,480916,0,
B002548,2025-01-15,Tarjeta,Sucursal,Valparaíso,1077376,36,466582,0.0743,29,794,672696,90,2025-11-11
B002549,2025-07-02,Consumo,Sucursal,Biobío,2066749,48,565507,0.0832,7,891,1081290,0,
B002550,2025-02-09,Microempresa,Sucursal,Valparaíso,3312414,60,420000,0.1553,7,677,998627,0,
B002551,2025-12-12,Tarjeta,Sucursal,Biobío,1576506,24,420000,0.1757,25,860,362793,0,
B002552,2025-11-16,Consumo,Sucursal,Biobío,1505616,24,420000,0.1812,40,823,784336,0,
B002553,2025-08-05,Consumo,Digital,Otras,4204714,36,545862,0.24,26,769,3413823,66,
B002554,2025-03-19,Automotriz,Sucursal,Valparaíso,742744,60,420000,0.0334,13,855,92816,0,
B002555,2025-10-28,Automotriz,Digital,Metropolitana,3514294,24,552704,0.3084,4,685,2211514,4,
B002556,2025-07-01,Tarjeta,Sucursal,Metropolitana,3865876,48,1059094,0.0879,25,844,2494109,90,2025-08-30
B002557,2025-10-18,Automotriz,Sucursal,Valparaíso,3763054,48,717644,0.1277,26,858,1909918,0,
B002558,2025-02-23,Consumo,Sucursal,Biobío,990299,36,480712,0.0667,38,890,104230,60,
B002559,2025-03-23,Consumo,Sucursal,Otras,3633240,24,420000,0.4324,19,730,471841,32,
B002560,2025-09-24,Automotriz,Sucursal,Otras,1296150,36,420000,0.1014,15,796,308741,2,
B002561,2025-08-20,Automotriz,Sucursal,Metropolitana,2390113,48,499409,0.1183,19,838,1653664,24,
B002562,2025-02-18,Consumo,Digital,Otras,2865645,60,420000,0.1254,18,770,1224668,0,
B002563,2025-11-04,Consumo,Convenio,Metropolitana,6900988,48,823886,0.1882,17,819,5662795,2,
B002564,2025-10-07,Tarjeta,Digital,Metropolitana,4232629,36,1011839,0.1414,11,775,3551668,0,
B002565,2025-08-06,Microempresa,Convenio,Metropolitana,3914136,24,1206771,0.1504,16,840,2966889,69,
B002566,2025-12-08,Automotriz,Sucursal,Metropolitana,6019741,36,782747,0.2452,16,812,3406049,0,
B002567,2025-04-16,Tarjeta,Sucursal,Metropolitana,2455174,12,424327,0.5247,40,686,900690,0,
B002568,2025-02-26,Consumo,Digital,Metropolitana,5835013,36,779120,0.2341,13,778,3956471,0,
B002569,2025-01-24,Tarjeta,Sucursal,Valparaíso,5301875,18,592096,0.5931,8,562,4142754,194,2026-02-18
B002570,2025-10-12,Automotriz,Convenio,Metropolitana,2840421,36,653908,0.1379,12,815,1854676,0,
B002571,2025-08-01,Tarjeta,Sucursal,Otras,1174117,60,810552,0.0264,13,890,810921,0,
B002572,2025-11-27,Consumo,Sucursal,Metropolitana,548572,36,420000,0.0427,54,889,101975,0,
B002573,2025-09-21,Automotriz,Convenio,Metropolitana,2806814,60,476458,0.1054,4,821,2265386,0,
B002574,2025-03-14,Consumo,Convenio,Metropolitana,3510324,18,509464,0.4303,8,677,2667525,0,
B002575,2025-11-03,Automotriz,Convenio,Metropolitana,2397428,24,420000,0.2649,14,788,1517024,141,2026-05-02
B002576,2025-12-04,Microempresa,Convenio,Otras,1656603,48,933140,0.0426,14,820,896892,0,
B002577,2025-03-26,Consumo,Sucursal,Valparaíso,2231134,24,420000,0.2538,27,734,1456589,0,
B002578,2025-05-12,Consumo,Convenio,Metropolitana,10274285,48,1288993,0.1902,10,833,5641615,0,
B002579,2025-06-29,Consumo,Digital,Valparaíso,2155467,36,489500,0.1469,13,797,278306,0,
B002580,2025-06-26,Consumo,Convenio,Metropolitana,3262650,36,420000,0.2369,29,778,2356247,0,
B002581,2025-06-30,Automotriz,Convenio,Metropolitana,4273253,24,674057,0.2842,8,676,2964786,0,
B002582,2025-08-11,Microempresa,Sucursal,Metropolitana,2448924,24,742675,0.1462,23,864,2018699,34,
B002583,2025-06-20,Consumo,Sucursal,Biobío,531691,48,420000,0.031,24,774,238751,0,
B002584,2025-04-06,Automotriz,Digital,Metropolitana,1999045,60,420000,0.086,12,864,1091797,68,
B002585,2025-07-08,Microempresa,Digital,Otras,1366925,48,420000,0.0782,28,808,283369,0,
B002586,2025-03-25,Consumo,Digital,Valparaíso,1532031,48,547725,0.063,33,818,308912,0,
B002587,2025-04-05,Consumo,Digital,Metropolitana,5143877,48,754350,0.1565,10,827,639469,0,
B002588,2025-03-11,Tarjeta,Digital,Metropolitana,10484879,60,1580356,0.1186,22,852,3955104,75,
B002589,2025-12-06,Consumo,Digital,Biobío,2049613,36,420000,0.1504,10,719,1349322,0,
B002590,2025-09-09,Tarjeta,Digital,Metropolitana,6437920,48,763444,0.2078,30,799,921690,0,
B002591,2025-05-17,Tarjeta,Digital,Otras,3740827,24,447347,0.3988,19,629,3313020,90,2025-09-14
B002592,2025-11-08,Tarjeta,Digital,Otras,1683384,24,420000,0.1864,37,832,1059224,13,
B002593,2025-10-01,Automotriz,Convenio,Valparaíso,3054439,36,420000,0.2295,45,821,1663495,78,
B002594,2025-10-26,Tarjeta,Digital,Biobío,1415021,36,420000,0.1098,32,755,262500,0,
B002595,2025-11-24,Consumo,Sucursal,Otras,4047726,48,1266166,0.0769,9,901,1292663,0,
B002596,2025-06-26,Consumo,Digital,Otras,2981241,24,597318,0.2517,34,770,1319959,0,
B002597,2025-09-20,Consumo,Digital,Biobío,4099181,24,677757,0.2811,42,807,1398174,0,
B002598,2025-02-04,Consumo,Sucursal,Metropolitana,3774999,36,547560,0.2336,39,795,2085398,0,
B002599,2025-11-28,Consumo,Convenio,Biobío,2274660,36,741871,0.0929,33,850,1677333,0,
B002600,2025-09-03,Automotriz,Digital,Metropolitana,1800223,12,871865,0.1934,33,816,767925,0,
B002601,2025-08-26,Consumo,Sucursal,Otras,1723287,18,420000,0.2537,22,718,329182,29,
B002602,2025-12-28,Consumo,Sucursal,Valparaíso,2297120,36,1139951,0.0669,9,849,2197961,276,2026-05-27
B002603,2025-10-30,Consumo,Digital,Metropolitana,3188715,36,824857,0.1206,26,842,1046780,0,
B002604,2025-10-29,Tarjeta,Sucursal,Valparaíso,10728546,18,1453513,0.4962,9,633,1461599,1,
B002605,2025-07-09,Automotriz,Digital,Biobío,2693044,48,545751,0.1206,19,794,793150,0,
B002606,2025-09-10,Microempresa,Digital,Metropolitana,3021095,60,613131,0.0917,28,858,2332692,0,
B002607,2025-07-12,Consumo,Sucursal,Biobío,11285456,36,3025525,0.1235,7,910,1916521,0,
B002608,2025-05-23,Tarjeta,Digital,Valparaíso,2013628,12,420000,0.4531,7,588,1010235,0,
B002609,2025-04-12,Consumo,Sucursal,Metropolitana,9627636,36,2094400,0.144,19,893,1618202,0,
B002610,2025-02-23,Consumo,Convenio,Biobío,2319535,36,782132,0.0951,10,823,796047,0,
B002611,2025-01-20,Tarjeta,Sucursal,Otras,2412421,48,545200,0.1044,13,776,525008,0,
B002612,2025-03-26,Automotriz,Sucursal,Metropolitana,8880774,18,1196284,0.4383,14,693,2620418,0,
B002613,2025-12-16,Consumo,Sucursal,Valparaíso,979148,24,420000,0.1094,13,789,426032,0,
B002614,2025-08-19,Microempresa,Sucursal,Otras,3470991,60,420000,0.1521,23,768,2654401,0,
B002615,2025-09-28,Tarjeta,Digital,Metropolitana,2865933,36,1059783,0.0875,29,862,742046,0,
B002616,2025-02-24,Tarjeta,Digital,Metropolitana,1124090,36,461783,0.0732,8,749,845056,140,2025-10-22
B002617,2025-04-13,Automotriz,Sucursal,Biobío,1314938,60,660544,0.0393,9,882,1090975,0,
B002618,2025-08-06,Consumo,Sucursal,Metropolitana,4986516,36,733246,0.2273,8,745,3632551,214,2026-11-29
B002619,2025-02-23,Tarjeta,Digital,Metropolitana,1622026,36,420000,0.1157,31,777,1163208,384,2025-08-22
B002620,2025-11-01,Consumo,Convenio,Metropolitana,2120980,36,420000,0.1593,39,834,1429689,0,
B002621,2025-01-06,Tarjeta,Digital,Metropolitana,7554577,24,845354,0.4101,7,656,5162786,0,
B002622,2025-06-16,Consumo,Sucursal,Metropolitana,780502,12,466533,0.1686,41,907,376550,0,
B002623,2025-07-22,Tarjeta,Convenio,Metropolitana,1306243,48,441748,0.0697,8,805,358396,0,
B002624,2025-12-19,Tarjeta,Digital,Metropolitana,2472509,24,420000,0.2857,23,762,2055891,0,
B002625,2025-11-13,Consumo,Convenio,Metropolitana,4748061,48,640584,0.1748,21,825,2511446,0,
B002626,2025-07-28,Microempresa,Sucursal,Otras,2769904,12,420000,0.6165,8,597,395655,0,
B002627,2025-11-01,Automotriz,Sucursal,Otras,3735214,18,516118,0.4293,2,664,1997276,0,
B002628,2025-07-15,Consumo,Digital,Otras,2608335,18,420000,0.3989,109,846,689051,0,
B002629,2025-01-27,Consumo,Digital,Metropolitana,3668802,18,853018,0.2708,14,797,3091654,90,2025-10-24
B002630,2025-02-07,Consumo,Sucursal,Metropolitana,2267243,24,852339,0.1253,8,790,1309887,87,
B002631,2025-08-23,Consumo,Sucursal,Valparaíso,2574780,60,420000,0.1092,14,765,1931524,0,
B002632,2025-01-30,Consumo,Convenio,Metropolitana,2670105,24,544919,0.2308,22,842,2023219,0,
B002633,2025-10-07,Consumo,Sucursal,Valparaíso,7225028,60,829941,0.1625,17,818,3000077,0,
B002634,2025-09-25,Tarjeta,Digital,Metropolitana,1409016,36,420000,0.1058,53,807,1183455,118,2026-06-22
B002635,2025-05-01,Tarjeta,Sucursal,Metropolitana,1217511,18,420000,0.1945,18,800,558731,0,
B002636,2025-11-18,Automotriz,Digital,Valparaíso,2117644,36,1640301,0.0419,10,879,608656,0,
B002637,2025-03-22,Consumo,Convenio,Metropolitana,3424684,48,420860,0.1863,16,789,952613,0,
B002638,2025-10-19,Consumo,Digital,Metropolitana,2038130,18,420000,0.2953,24,781,1370920,118,2027-04-12
B002639,2025-04-19,Automotriz,Digital,Otras,3947689,48,976621,0.0977,9,844,1153074,50,
B002640,2025-07-24,Tarjeta,Convenio,Metropolitana,2857923,36,420000,0.2109,22,717,1983717,0,
B002641,2025-08-10,Consumo,Digital,Biobío,893648,48,718396,0.0299,7,873,437146,0,
B002642,2025-12-26,Tarjeta,Sucursal,Otras,4209820,18,485102,0.5335,9,606,1988931,0,
B002643,2025-04-02,Consumo,Digital,Metropolitana,3152822,18,420000,0.4649,7,651,3045273,90,2026-01-27
B002644,2025-04-01,Tarjeta,Digital,Metropolitana,1042426,36,518316,0.0666,6,810,192175,0,
B002645,2025-10-07,Tarjeta,Sucursal,Metropolitana,7004531,24,816752,0.4088,18,791,702047,0,
B002646,2025-11-11,Automotriz,Digital,Metropolitana,5855897,60,1314815,0.0816,25,950,2954061,0,
B002647,2025-04-12,Microempresa,Digital,Metropolitana,4543279,36,570027,0.2662,33,764,2994809,0,
B002648,2025-09-20,Automotriz,Sucursal,Otras,1207254,36,422832,0.0911,19,753,838811,152,2026-09-15
B002649,2025-01-27,Consumo,Sucursal,Metropolitana,3677650,36,420000,0.2716,40,731,2192842,0,
B002650,2025-12-29,Automotriz,Sucursal,Biobío,3178631,24,440431,0.332,36,710,2581052,111,2026-11-24
B002651,2025-08-18,Tarjeta,Sucursal,Biobío,7756224,36,925785,0.2517,19,822,5651823,0,
B002652,2025-07-17,Tarjeta,Sucursal,Metropolitana,614339,36,420000,0.0456,10,791,354276,0,
B002653,2025-07-25,Tarjeta,Digital,Metropolitana,2030464,18,470961,0.2605,28,726,1691797,0,
B002654,2025-11-16,Consumo,Sucursal,Valparaíso,7431057,24,1289645,0.2623,10,837,1565311,0,
B002655,2025-02-21,Tarjeta,Digital,Metropolitana,2834685,36,420000,0.2237,23,737,2363992,0,
B002656,2025-07-02,Consumo,Digital,Biobío,3821333,12,1034349,0.3408,10,758,2194058,0,
B002657,2025-08-03,Consumo,Digital,Metropolitana,7251213,18,1165534,0.4151,19,791,1535110,0,
B002658,2025-09-01,Consumo,Digital,Otras,2262572,48,420000,0.1299,14,812,951438,0,
B002659,2025-01-24,Automotriz,Convenio,Valparaíso,7647903,18,1225909,0.3989,29,774,2822743,0,
B002660,2025-10-19,Consumo,Digital,Metropolitana,7668761,48,1076793,0.1799,16,831,3409516,12,
B002661,2025-08-26,Microempresa,Digital,Metropolitana,6672344,60,816571,0.1448,8,805,1634516,50,
B002662,2025-03-12,Consumo,Sucursal,Valparaíso,7816689,24,1192601,0.3099,19,739,4141676,0,
B002663,2025-07-02,Consumo,Sucursal,Metropolitana,755970,36,420000,0.0531,11,835,492421,0,
B002664,2025-10-30,Consumo,Convenio,Metropolitana,1501390,36,476631,0.103,8,802,1168465,0,
B002665,2025-09-22,Automotriz,Sucursal,Valparaíso,3919545,48,1011565,0.0911,7,830,2479132,220,2026-06-19
B002666,2025-03-25,Automotriz,Digital,Metropolitana,685150,48,420000,0.0363,5,817,425761,0,
B002667,2025-02-20,Automotriz,Sucursal,Metropolitana,1257453,12,459473,0.2506,16,780,132745,0,
B002668,2025-09-12,Consumo,Convenio,Biobío,7618987,48,1126143,0.169,11,899,2908381,81,
B002669,2025-08-12,Consumo,Digital,Metropolitana,2981228,36,420000,0.2128,30,756,1554981,0,
B002670,2025-08-13,Microempresa,Digital,Otras,3576867,24,420000,0.3983,6,673,3465154,255,2026-05-10
B002671,2025-12-21,Consumo,Sucursal,Biobío,1244652,60,420000,0.0556,14,950,307754,64,
B002672,2025-01-05,Consumo,Digital,Biobío,3517004,24,851384,0.1894,16,772,2560892,0,
B002673,2025-05-05,Microempresa,Digital,Valparaíso,3251001,24,420000,0.3817,24,731,1097129,0,
B002674,2025-04-23,Microempresa,Convenio,Metropolitana,4548821,12,768937,0.5278,24,647,2760883,0,
B002675,2025-03-24,Automotriz,Convenio,Biobío,1314109,36,449388,0.0954,17,829,599685,0,
B002676,2025-09-17,Consumo,Sucursal,Biobío,2119745,12,1152058,0.1754,36,881,1055310,0,
B002677,2025-08-29,Automotriz,Sucursal,Otras,2242112,12,667949,0.328,14,732,1667849,72,
B002678,2025-10-17,Tarjeta,Sucursal,Metropolitana,3794843,60,1877164,0.0358,10,879,2331965,0,
B002679,2025-09-12,Microempresa,Digital,Valparaíso,3451209,60,847832,0.0761,14,842,2744551,0,
B002680,2025-07-17,Consumo,Digital,Metropolitana,3329976,24,420000,0.3915,30,686,687864,0,
B002681,2025-01-16,Consumo,Sucursal,Otras,3826334,12,644624,0.5556,14,632,2989750,405,2025-07-15
B002682,2025-04-25,Tarjeta,Digital,Metropolitana,638226,36,485205,0.0445,13,891,389290,107,2025-12-21
B002683,2025-06-04,Automotriz,Sucursal,Metropolitana,5649154,18,990856,0.3773,11,731,1225012,0,
B002684,2025-08-16,Tarjeta,Digital,Metropolitana,735167,60,593255,0.0226,22,830,624854,0,
B002685,2025-01-26,Tarjeta,Digital,Metropolitana,6464738,18,878800,0.4613,32,694,917038,0,
B002686,2025-07-03,Automotriz,Sucursal,Otras,3196855,18,1003439,0.2126,17,833,659150,0,
B002687,2025-06-28,Automotriz,Convenio,Otras,2722705,24,442299,0.3123,11,744,2056796,0,
B002688,2025-04-06,Automotriz,Convenio,Valparaíso,3008955,24,420000,0.3185,35,771,1016789,0,
B002689,2025-06-08,Tarjeta,Convenio,Valparaíso,2421696,36,420000,0.182,9,756,1876623,0,
B002690,2025-07-10,Tarjeta,Sucursal,Metropolitana,5651665,24,804994,0.3427,8,684,5292290,90,2025-12-07
B002691,2025-08-15,Tarjeta,Digital,Valparaíso,3895183,18,821326,0.2874,7,691,3329924,121,2026-08-10
B002692,2025-01-21,Consumo,Sucursal,Biobío,3004082,36,1131730,0.0786,18,913,2132806,0,
B002693,2025-11-10,Tarjeta,Sucursal,Metropolitana,6327980,48,1167238,0.1238,25,814,5047367,0,
B002694,2025-11-28,Consumo,Sucursal,Valparaíso,1956291,36,945773,0.0652,11,797,1631920,0,
B002695,2025-01-28,Consumo,Convenio,Metropolitana,680319,60,420000,0.0316,19,798,487177,0,
B002696,2025-03-30,Consumo,Convenio,Valparaíso,4107242,36,718918,0.1815,14,816,1981633,0,
B002697,2025-04-17,Consumo,Digital,Metropolitana,2709966,48,1034950,0.0645,10,900,1267155,0,
B002698,2025-06-23,Microempresa,Convenio,Metropolitana,4733103,48,1180289,0.0916,17,846,761478,0,
B002699,2025-06-01,Tarjeta,Digital,Valparaíso,3551159,36,645199,0.1859,16,802,1954204,0,
B002700,2025-07-28,Consumo,Sucursal,Metropolitana,5684711,48,661753,0.2034,2,741,3007311,0,
B002701,2025-03-26,Tarjeta,Sucursal,Valparaíso,2908053,24,1062609,0.1293,22,839,1153783,0,
B002702,2025-06-07,Tarjeta,Convenio,Metropolitana,2770440,24,420000,0.3107,23,706,759225,0,
B002703,2025-07-03,Automotriz,Convenio,Otras,2175823,48,420000,0.1159,15,828,1548444,72,
B002704,2025-12-17,Automotriz,Sucursal,Metropolitana,1032365,24,824922,0.0607,18,871,364027,0,
B002705,2025-10-07,Consumo,Digital,Metropolitana,3793462,36,493314,0.2347,8,802,3146331,0,
B002706,2025-02-16,Tarjeta,Convenio,Metropolitana,4302303,48,739104,0.1295,15,825,590764,0,
B002707,2025-03-14,Microempresa,Sucursal,Biobío,2936204,36,533099,0.1661,14,826,2275760,90,2026-03-09
B002708,2025-07-23,Automotriz,Convenio,Metropolitana,4487719,48,796850,0.1418,39,835,902844,0,
B002709,2025-11-11,Tarjeta,Sucursal,Metropolitana,2333835,36,796174,0.098,15,827,691188,0,
B002710,2025-10-17,Consumo,Convenio,Metropolitana,1051309,48,420000,0.0571,21,875,779179,40,
B002711,2025-06-26,Consumo,Digital,Metropolitana,2554685,12,420000,0.5661,13,644,1787560,90,2025-12-23
B002712,2025-02-27,Tarjeta,Digital,Metropolitana,1988553,36,474036,0.1386,19,725,1092342,0,
B002713,2025-12-01,Consumo,Sucursal,Metropolitana,1894809,36,933658,0.0605,41,921,1170362,0,
B002714,2025-10-22,Consumo,Sucursal,Metropolitana,1221609,24,593670,0.0937,18,815,445657,0,
B002715,2025-07-22,Microempresa,Sucursal,Metropolitana,4325581,48,635221,0.1607,20,766,1828257,0,
B002716,2025-07-29,Consumo,Digital,Metropolitana,929307,48,488081,0.0484,16,923,521592,0,
B002717,2025-10-06,Automotriz,Digital,Valparaíso,3857028,36,1225835,0.1057,27,949,2584697,0,
B002718,2025-06-03,Tarjeta,Digital,Valparaíso,7536252,24,1116751,0.3214,29,730,2730433,0,
B002719,2025-09-26,Consumo,Convenio,Metropolitana,1290324,48,420000,0.0717,35,850,542968,0,
B002720,2025-05-11,Automotriz,Digital,Valparaíso,6070283,24,706718,0.4247,12,611,3354641,303,2025-12-07
B002721,2025-06-04,Tarjeta,Sucursal,Otras,3520718,48,1197844,0.0734,17,886,1423009,0,
B002722,2025-03-03,Tarjeta,Convenio,Otras,795542,48,420000,0.042,24,851,743770,90,2026-01-27
B002723,2025-05-17,Tarjeta,Digital,Valparaíso,8484951,36,1223450,0.2245,20,766,6002392,73,
B002724,2025-04-02,Automotriz,Convenio,Biobío,2457986,36,420000,0.1752,4,766,1198852,35,
B002725,2025-03-30,Automotriz,Digital,Otras,909091,18,420000,0.1305,44,786,737422,0,
B002726,2025-01-15,Tarjeta,Digital,Metropolitana,983058,48,574282,0.0424,34,838,226043,14,
B002727,2025-11-21,Consumo,Digital,Biobío,1699182,24,420000,0.1967,24,751,1243333,179,2026-01-20
B002728,2025-06-30,Consumo,Convenio,Metropolitana,2580953,36,420000,0.2027,34,769,1646705,0,
B002729,2025-11-15,Consumo,Digital,Metropolitana,2970802,48,484213,0.1524,35,826,380788,0,
B002730,2025-01-10,Automotriz,Digital,Metropolitana,5039070,24,643739,0.3515,37,748,3751742,274,2025-08-08
B002731,2025-06-27,Consumo,Sucursal,Biobío,3714751,18,441163,0.5462,10,632,2080044,0,
B002732,2025-01-04,Consumo,Digital,Otras,847373,12,420000,0.1816,14,786,699312,224,2025-11-30
B002733,2025-06-14,Automotriz,Digital,Biobío,2478320,24,420000,0.2731,11,679,1172792,0,
B002734,2025-12-20,Consumo,Sucursal,Biobío,2377879,12,420000,0.5439,22,590,2083480,277,2026-11-15
B002735,2025-09-25,Consumo,Sucursal,Otras,1125260,60,420000,0.0522,8,867,684403,0,
B002736,2025-01-26,Consumo,Digital,Biobío,5647685,36,792826,0.2194,12,824,2746599,0,
B002737,2025-12-25,Consumo,Convenio,Metropolitana,2706467,18,531169,0.3197,4,699,1402351,0,
B002738,2025-07-31,Microempresa,Convenio,Biobío,892699,60,567312,0.0279,11,909,572264,0,
B002739,2025-09-29,Consumo,Convenio,Metropolitana,3071454,36,644636,0.1525,11,807,2076449,0,
B002740,2025-07-18,Microempresa,Sucursal,Biobío,3448755,60,705938,0.0962,30,906,2446079,0,
B002741,2025-09-17,Automotriz,Convenio,Otras,2018874,60,450785,0.0877,25,866,1121945,0,
B002742,2025-07-09,Consumo,Digital,Metropolitana,2549848,24,420000,0.2747,35,752,2451453,90,2025-10-07
B002743,2025-12-05,Microempresa,Sucursal,Metropolitana,3625941,36,651719,0.1873,15,785,2980644,0,
B002744,2025-12-26,Consumo,Digital,Metropolitana,652574,24,420000,0.071,27,893,178497,0,
B002745,2025-07-04,Consumo,Convenio,Otras,3591472,24,765747,0.2183,6,759,2458862,155,2026-01-30
B002746,2025-02-02,Tarjeta,Digital,Metropolitana,636254,36,420000,0.0483,32,847,346569,0,
B002747,2025-06-28,Tarjeta,Sucursal,Valparaíso,748655,36,420000,0.0602,4,808,174843,0,
B002748,2025-10-11,Automotriz,Sucursal,Metropolitana,1371836,60,645559,0.0395,4,828,446861,0,
B002749,2025-04-08,Microempresa,Convenio,Otras,3611127,24,420000,0.3812,3,632,1591357,0,
B002750,2025-05-05,Consumo,Convenio,Biobío,2652675,36,430798,0.2024,14,750,1228301,0,
