id_operacion,producto,region,saldo,score,dias_mora,linea_no_usada,factor_conversion,pd_12m,pd_lifetime,lgd
A006673,Consumo,Metropolitana,3962230,845,0,0,0.0,0.006258,0.015765,0.5688
A007440,Consumo,Valparaíso,408681,816,0,0,0.0,0.009233,0.029901,0.6565
A000978,Consumo,Valparaíso,756151,790,0,0,0.0,0.013069,0.028575,0.6446
A008180,Automotriz,Biobío,582375,811,0,0,0.0,0.009872,0.025659,0.3908
A002389,Consumo,Otras,3180132,896,0,0,0.0,0.003151,0.010111,0.702
A000584,Consumo,Metropolitana,1171552,899,0,0,0.0,0.003027,0.008007,0.6028
A002757,Consumo,Otras,4596473,845,0,0,0.0,0.006258,0.014548,0.6294
A014887,Automotriz,Otras,2743104,828,0,0,0.0,0.007862,0.020563,0.387
A004945,Consumo,Metropolitana,523731,845,0,0,0.0,0.006258,0.021166,0.5578
A000505,Tarjeta,Metropolitana,1924990,676,0,1698824,0.4,0.058207,0.154872,0.7703
A010449,Consumo,Metropolitana,2458659,888,0,0,0.0,0.00351,0.010107,0.5485
A001271,Automotriz,Biobío,1503896,767,0,0,0.0,0.017749,0.052066,0.3364
A008117,Tarjeta,Metropolitana,5442722,857,0,6608038,0.4,0.005326,0.013942,0.7054
A003163,Tarjeta,Otras,664773,906,0,1248180,0.4,0.002754,0.007401,0.7074
A001675,Consumo,Metropolitana,3893320,750,0,0,0.0,0.022231,0.064013,0.6111
A003052,Consumo,Metropolitana,230646,950,0,0,0.0,0.001522,0.003931,0.5982
A014417,Consumo,Biobío,5429902,818,0,0,0.0,0.008989,0.022854,0.6282
A013362,Consumo,Metropolitana,156251,922,7,0,0.0,0.00222,0.005437,0.623
A014873,Consumo,Valparaíso,622827,792,0,0,0.0,0.012725,0.032963,0.6454
A001005,Consumo,Metropolitana,2053370,662,92,0,0.0,0.069487,0.192035,0.549
A008726,Tarjeta,Metropolitana,3139117,838,0,3650625,0.4,0.006875,0.018418,0.6684
A001160,Tarjeta,Metropolitana,890976,927,0,972776,0.4,0.002075,0.005476,0.7706
A001848,Consumo,Otras,2268465,718,18,0,0.0,0.033851,0.079225,0.6666
A006598,Microempresa,Otras,3254948,950,0,4086510,0.4,0.001522,0.004701,0.6124
A007702,Microempresa,Valparaíso,4198371,861,0,2464366,0.4,0.005048,0.011993,0.5639
A012075,Consumo,Otras,493930,826,0,0,0.0,0.008076,0.020501,0.5705
A009669,Automotriz,Metropolitana,1528561,790,0,0,0.0,0.013069,0.044349,0.3941
A012378,Consumo,Otras,1242322,822,65,0,0.0,0.00852,0.02554,0.5785
A003623,Automotriz,Otras,2784768,872,0,0,0.0,0.004353,0.009284,0.3739
A005729,Microempresa,Valparaíso,1154494,950,0,1159252,0.4,0.001522,0.005145,0.4963
A012970,Consumo,Metropolitana,1754448,862,0,0,0.0,0.00498,0.015374,0.7064
A013349,Tarjeta,Otras,2175204,858,0,1634987,0.4,0.005255,0.015065,0.6387
A007894,Consumo,Otras,2853782,825,0,0,0.0,0.008184,0.027311,0.6698
A007693,Consumo,Otras,1007374,814,0,0,0.0,0.009484,0.029284,0.6056
A012237,Automotriz,Valparaíso,2780013,802,0,0,0.0,0.011135,0.031021,0.3403
A010046,Microempresa,Otras,1419056,684,0,1038016,0.4,0.052556,0.165541,0.6636
A014981,Tarjeta,Metropolitana,325148,856,0,283904,0.4,0.005399,0.017952,0.6756
A013861,Consumo,Otras,1502164,708,0,0,0.0,0.03856,0.090265,0.6053
A004665,Tarjeta,Otras,6219557,737,0,6235320,0.4,0.026388,0.07589,0.6853
A014455,Automotriz,Metropolitana,1423383,825,0,0,0.0,0.008184,0.020471,0.3533
A002323,Consumo,Metropolitana,3676216,856,21,0,0.0,0.005399,0.01196,0.5689
A000353,Tarjeta,Otras,2643012,848,0,1727621,0.4,0.006011,0.0199,0.6746
A010587,Automotriz,Metropolitana,850918,892,0,0,0.0,0.003326,0.008292,0.3664
A014680,Consumo,Metropolitana,3910090,835,0,0,0.0,0.007157,0.022206,0.599
A013330,Automotriz,Metropolitana,2489257,847,0,0,0.0,0.006092,0.020402,0.3094
A014658,Automotriz,Otras,723200,884,0,0,0.0,0.003704,0.012199,0.4065
A001642,Microempresa,Metropolitana,2126410,796,0,3737657,0.4,0.012064,0.026567,0.546
A011408,Automotriz,Metropolitana,260947,801,0,0,0.0,0.011285,0.037332,0.4166
A011151,Tarjeta,Metropolitana,2756316,805,0,4281899,0.4,0.010697,0.029789,0.6768
A011584,Automotriz,Otras,406476,851,0,0,0.0,0.005774,0.019248,0.3986
A006715,Tarjeta,Valparaíso,1747181,861,0,2199096,0.4,0.005048,0.011802,0.5667
A006232,Microempresa,Otras,944564,859,0,450290,0.4,0.005185,0.01333,0.547
A004266,Automotriz,Metropolitana,2895644,767,0,0,0.0,0.017749,0.052338,0.4413
A012720,Tarjeta,Biobío,2742643,805,0,2619966,0.4,0.010697,0.023312,0.6634
A009731,Consumo,Metropolitana,977111,861,0,0,0.0,0.005048,0.012582,0.6108
A002109,Tarjeta,Metropolitana,929294,877,127,661975,0.4,0.00407,0.011899,0.7599
A012561,Microempresa,Biobío,256884,934,0,336757,0.4,0.001888,0.005046,0.673
A002956,Consumo,Metropolitana,1362316,712,0,0,0.0,0.036605,0.078473,0.6916
A009954,Consumo,Metropolitana,585663,950,0,0,0.0,0.001522,0.00484,0.593
A008163,Consumo,Biobío,2944404,684,214,0,0.0,0.052556,0.172376,0.54
A010055,Tarjeta,Metropolitana,947878,819,0,2050619,0.4,0.00887,0.019368,0.7054
A004052,Tarjeta,Valparaíso,4433412,928,0,5542084,0.4,0.002047,0.006346,0.7758
A001952,Consumo,Metropolitana,982456,950,0,0,0.0,0.001522,0.003851,0.6079
A010673,Tarjeta,Metropolitana,2981949,789,90,1427482,0.4,0.013245,0.028181,0.6605
A007587,Consumo,Biobío,1502119,817,0,0,0.0,0.00911,0.029369,0.5649
A011738,Consumo,Biobío,304871,908,80,0,0.0,0.002681,0.007947,0.5668
A011579,Automotriz,Otras,993952,892,0,0,0.0,0.003326,0.010106,0.401
A013698,Microempresa,Metropolitana,1753820,931,0,3056383,0.4,0.001966,0.005883,0.5081
A003401,Microempresa,Metropolitana,1632332,870,0,813191,0.4,0.004472,0.010612,0.5037
A001309,Consumo,Biobío,713025,850,0,0,0.0,0.005852,0.019532,0.6093
A006862,Microempresa,Metropolitana,4515285,724,254,7913415,0.4,0.031297,0.086793,0.5374
A010891,Consumo,Valparaíso,1730192,812,0,0,0.0,0.009741,0.027563,0.6049
A009796,Tarjeta,Otras,3225184,465,172,4049646,0.4,0.516885,0.97,0.7711
A008628,Tarjeta,Biobío,3338621,921,0,4505176,0.4,0.00225,0.006321,0.6674
A005021,Automotriz,Metropolitana,1369391,803,0,0,0.0,0.010987,0.036828,0.3693
A007127,Automotriz,Metropolitana,4577317,761,0,0,0.0,0.019219,0.040617,0.3082
A003312,Consumo,Metropolitana,1492087,862,0,0,0.0,0.00498,0.016121,0.6743
A006003,Tarjeta,Otras,2078093,850,85,1321889,0.4,0.005852,0.015177,0.6996
A009011,Consumo,Metropolitana,569054,852,0,0,0.0,0.005697,0.018553,0.559
A005554,Consumo,Metropolitana,1072272,792,0,0,0.0,0.012725,0.027764,0.6111
A008494,Automotriz,Metropolitana,295683,802,0,0,0.0,0.011135,0.032678,0.2945
A001290,Tarjeta,Metropolitana,722784,819,0,257112,0.4,0.00887,0.021432,0.6919
A012350,Consumo,Otras,2079892,899,0,0,0.0,0.003027,0.009643,0.6982
A011414,Tarjeta,Valparaíso,441308,893,0,746086,0.4,0.003281,0.009525,0.8496
A012779,Consumo,Valparaíso,575003,858,0,0,0.0,0.005255,0.012836,0.7075
A007341,Consumo,Metropolitana,599481,870,0,0,0.0,0.004472,0.012872,0.739
A004859,Microempresa,Metropolitana,1323439,774,19,1354809,0.4,0.016173,0.03493,0.4797
A012060,Consumo,Otras,1243721,860,0,0,0.0,0.005116,0.011975,0.5625
A011027,Tarjeta,Valparaíso,266173,845,0,133164,0.4,0.006258,0.018047,0.6803
A009640,Consumo,Otras,273002,857,0,0,0.0,0.005326,0.01303,0.5736
A011201,Microempresa,Otras,1216581,894,90,1791793,0.4,0.003237,0.009599,0.5755
A004011,Automotriz,Biobío,570424,885,246,0,0.0,0.003655,0.009987,0.3051
A008028,Automotriz,Otras,1624616,950,49,0,0.0,0.001522,0.005032,0.3428
A011536,Consumo,Metropolitana,4073385,851,0,0,0.0,0.005774,0.013181,0.5847
A007363,Tarjeta,Metropolitana,3726697,743,0,2475418,0.4,0.024383,0.07814,0.6728
A012919,Consumo,Valparaíso,639908,628,66,0,0.0,0.105728,0.267791,0.6137
A005239,Tarjeta,Metropolitana,607838,727,0,1310051,0.4,0.030091,0.097824,0.71
A001522,Tarjeta,Otras,945965,802,190,585645,0.4,0.011135,0.03051,0.6829
A009328,Microempresa,Biobío,857960,765,0,327272,0.4,0.018226,0.0432,0.5362
A008317,Microempresa,Biobío,3355674,749,0,1871522,0.4,0.022527,0.067017,0.6149
A012687,Consumo,Metropolitana,2066551,794,0,0,0.0,0.01239,0.026775,0.608
A003309,Microempresa,Biobío,2251464,651,0,4453148,0.4,0.079736,0.267712,0.5256
A006914,Consumo,Metropolitana,463062,908,0,0,0.0,0.002681,0.007826,0.6651
A006389,Consumo,Biobío,1464329,880,0,0,0.0,0.003909,0.011112,0.6143
A007637,Tarjeta,Valparaíso,205930,907,0,152767,0.4,0.002717,0.007123,0.693
A009794,Consumo,Otras,913014,837,0,0,0.0,0.006968,0.021167,0.6041
A008036,Automotriz,Metropolitana,2851126,743,90,0,0.0,0.024383,0.063789,0.3895
A001923,Microempresa,Metropolitana,3817975,539,169,7819454,0.4,0.282431,0.790571,0.596
A010256,Microempresa,Otras,6821264,887,0,13334080,0.4,0.003557,0.010906,0.5522
A014033,Microempresa,Metropolitana,643244,818,0,319289,0.4,0.008989,0.024545,0.4874
A014747,Consumo,Metropolitana,972732,825,56,0,0.0,0.008184,0.018793,0.5438
A006695,Consumo,Otras,5255563,831,0,0,0.0,0.007552,0.022947,0.6981
A014623,Microempresa,Valparaíso,839660,934,75,1399047,0.4,0.001888,0.005899,0.5405
A001344,Automotriz,Metropolitana,1355224,735,228,0,0.0,0.027091,0.088576,0.2883
A000321,Consumo,Otras,794757,848,51,0,0.0,0.006011,0.017059,0.6592
A009728,Tarjeta,Biobío,1942798,806,0,2756556,0.4,0.010555,0.026223,0.6902
A007036,Consumo,Metropolitana,1976783,804,81,0,0.0,0.010841,0.028791,0.6249
A013377,Tarjeta,Metropolitana,883112,904,0,645305,0.4,0.002829,0.009528,0.6988
A005494,Consumo,Metropolitana,1307791,902,0,0,0.0,0.002907,0.00626,0.6713
A010947,Automotriz,Biobío,2819569,725,0,0,0.0,0.03089,0.074362,0.4724
A007253,Tarjeta,Otras,4550392,817,0,7059225,0.4,0.00911,0.029033,0.6025
A011281,Consumo,Valparaíso,4705968,950,0,0,0.0,0.001522,0.004371,0.7231
A009147,Tarjeta,Metropolitana,160823,906,0,97805,0.4,0.002754,0.008781,0.7493
A005168,Tarjeta,Metropolitana,858469,767,0,1197156,0.4,0.017749,0.046805,0.7561
A007448,Consumo,Metropolitana,483918,854,0,0,0.0,0.005546,0.013503,0.6517
A009960,Consumo,Valparaíso,790784,752,21,0,0.0,0.021651,0.059321,0.5616
A013090,Consumo,Biobío,1201862,827,0,0,0.0,0.007968,0.020105,0.6649
A014714,Automotriz,Metropolitana,1378817,779,0,0,0.0,0.015132,0.040747,0.4199
A004457,Consumo,Metropolitana,1207443,898,0,0,0.0,0.003068,0.010225,0.6049
A008985,Consumo,Biobío,955457,772,41,0,0.0,0.016609,0.038769,0.6781
A010042,Consumo,Metropolitana,624550,950,0,0,0.0,0.001522,0.004825,0.5953
A000989,Consumo,Biobío,1642079,734,0,0,0.0,0.02745,0.087919,0.584
A012074,Automotriz,Metropolitana,836177,849,0,0,0.0,0.005931,0.015865,0.4485
A011019,Consumo,Metropolitana,427499,885,0,0,0.0,0.003655,0.008811,0.5957
A012068,Tarjeta,Metropolitana,1434827,759,0,742416,0.4,0.019735,0.065719,0.6579
A012931,Tarjeta,Metropolitana,787703,846,0,409167,0.4,0.006175,0.013572,0.6892
A006900,Consumo,Valparaíso,1157563,828,0,0,0.0,0.007862,0.018416,0.6499
A002260,Consumo,Valparaíso,1444381,798,71,0,0.0,0.011746,0.037947,0.5663
A001976,Tarjeta,Metropolitana,2054661,765,0,4331181,0.4,0.018226,0.058964,0.7744
A005459,Tarjeta,Biobío,1538951,916,90,1328978,0.4,0.002407,0.007476,0.6433
A011925,Consumo,Biobío,356278,869,60,0,0.0,0.004533,0.013628,0.5922
A010746,Tarjeta,Metropolitana,1397473,820,0,2936434,0.4,0.008752,0.025784,0.7753
A003764,Automotriz,Metropolitana,2612649,685,0,0,0.0,0.051887,0.164434,0.3589
A006369,Consumo,Otras,1139783,851,0,0,0.0,0.005774,0.014618,0.6487
A013630,Automotriz,Metropolitana,551879,821,82,0,0.0,0.008635,0.028259,0.3619
A014773,Consumo,Biobío,2090470,754,0,0,0.0,0.021086,0.044452,0.6392
A011082,Microempresa,Otras,5031297,744,0,4724421,0.4,0.024063,0.050738,0.577
A003168,Tarjeta,Metropolitana,1002538,726,0,689715,0.4,0.030488,0.081327,0.6918
A010978,Tarjeta,Otras,135145,811,80,66364,0.4,0.009872,0.033157,0.7043
A006831,Automotriz,Otras,1115258,845,7,0,0.0,0.006258,0.019278,0.3145
A007741,Tarjeta,Metropolitana,1246093,878,0,1947019,0.4,0.004016,0.009783,0.7686
A004111,Tarjeta,Metropolitana,1344299,925,0,1997998,0.4,0.002132,0.004931,0.8133
A000958,Consumo,Valparaíso,2123010,776,0,0,0.0,0.015749,0.033199,0.6538
A013908,Microempresa,Metropolitana,957521,873,90,1252806,0.4,0.004295,0.012586,0.5912
A005276,Tarjeta,Otras,88291,819,0,189938,0.4,0.00887,0.024914,0.6728
A005341,Microempresa,Valparaíso,1425180,845,0,2049466,0.4,0.006258,0.016313,0.4987
A002935,Consumo,Valparaíso,2532086,934,0,0,0.0,0.001888,0.004529,0.5907
A011326,Consumo,Metropolitana,779187,786,0,0,0.0,0.013785,0.032798,0.6425
A007503,Tarjeta,Valparaíso,1243123,845,0,2446991,0.4,0.006258,0.018726,0.7347
A001572,Microempresa,Metropolitana,832420,856,0,1519627,0.4,0.005399,0.018248,0.5687
A002664,Consumo,Valparaíso,1301537,816,0,0,0.0,0.009233,0.02296,0.5702
A000582,Tarjeta,Otras,4215463,842,14,2330421,0.4,0.006516,0.021581,0.7015
A001134,Tarjeta,Metropolitana,939109,927,0,688763,0.4,0.002075,0.00619,0.75
A005992,Tarjeta,Metropolitana,2180560,804,0,1908832,0.4,0.010841,0.025221,0.6039
A014843,Consumo,Valparaíso,1973865,870,0,0,0.0,0.004472,0.013605,0.6226
A012097,Consumo,Otras,1606835,950,0,0,0.0,0.001522,0.004794,0.6749
A007901,Consumo,Otras,542371,888,0,0,0.0,0.00351,0.011383,0.6542
A014288,Tarjeta,Otras,2847601,820,0,1774851,0.4,0.008752,0.02765,0.7582
A005927,Consumo,Otras,758479,831,70,0,0.0,0.007552,0.017044,0.6244
A002677,Consumo,Metropolitana,2085304,825,0,0,0.0,0.008184,0.022208,0.6842
A014171,Automotriz,Metropolitana,1326149,835,0,0,0.0,0.007157,0.016004,0.4511
A012053,Tarjeta,Biobío,398907,823,0,841613,0.4,0.008407,0.024737,0.6993
A004911,Consumo,Biobío,664145,804,24,0,0.0,0.010841,0.030739,0.591
A001216,Consumo,Metropolitana,401095,815,0,0,0.0,0.009358,0.027328,0.6171
A002034,Consumo,Otras,2067785,849,0,0,0.0,0.005931,0.014691,0.5567
A008711,Tarjeta,Metropolitana,3376898,933,0,1151012,0.4,0.001914,0.006264,0.7031
A007290,Consumo,Metropolitana,916108,950,0,0,0.0,0.001522,0.004811,0.6238
A011976,Tarjeta,Otras,1247715,795,0,2504282,0.4,0.012226,0.032467,0.7622
A003583,Consumo,Metropolitana,3695800,829,0,0,0.0,0.007757,0.022008,0.5908
A011781,Consumo,Metropolitana,2783822,880,0,0,0.0,0.003909,0.011038,0.5662
A013840,Consumo,Otras,3252367,834,0,0,0.0,0.007254,0.018195,0.552
A002073,Consumo,Biobío,1676948,822,0,0,0.0,0.00852,0.020609,0.5628
A010928,Automotriz,Metropolitana,3189244,615,311,0,0.0,0.123526,0.361582,0.3085
A012569,Tarjeta,Metropolitana,382758,845,0,381316,0.4,0.006258,0.013909,0.678
A000113,Tarjeta,Metropolitana,861768,809,0,1422809,0.4,0.01014,0.030299,0.7685
A013540,Automotriz,Metropolitana,1069638,838,0,0,0.0,0.006875,0.018946,0.2819
A013587,Consumo,Biobío,2199965,817,0,0,0.0,0.00911,0.028861,0.585
A000955,Automotriz,Metropolitana,409775,823,0,0,0.0,0.008407,0.020486,0.3699
A012589,Microempresa,Biobío,2201105,840,0,1230651,0.4,0.006693,0.015619,0.6193
A014900,Consumo,Biobío,1101659,857,0,0,0.0,0.005326,0.01787,0.6898
A002476,Automotriz,Otras,1408536,858,0,0,0.0,0.005255,0.011762,0.4091
A012251,Consumo,Otras,2661417,582,114,0,0.0,0.180419,0.559169,0.6217
A010934,Consumo,Metropolitana,1719637,949,0,0,0.0,0.001542,0.003529,0.6648
A010014,Consumo,Valparaíso,2470103,950,0,0,0.0,0.001522,0.004751,0.6893
A012886,Consumo,Metropolitana,743976,859,0,0,0.0,0.005185,0.012668,0.6069
A012942,Automotriz,Valparaíso,1088635,842,0,0,0.0,0.006516,0.020173,0.4162
A007346,Tarjeta,Biobío,2303718,813,0,4250497,0.4,0.009612,0.027258,0.6229
A012574,Consumo,Otras,623480,770,0,0,0.0,0.017056,0.048717,0.5751
A010634,Automotriz,Metropolitana,984607,950,0,0,0.0,0.001522,0.004409,0.3521
A014379,Consumo,Biobío,3606190,811,90,0,0.0,0.009872,0.033344,0.6051
A006098,Consumo,Biobío,782449,913,0,0,0.0,0.002506,0.006598,0.5769
A011497,Consumo,Metropolitana,2097630,860,0,0,0.0,0.005116,0.011344,0.6272
A014443,Microempresa,Metropolitana,632226,761,0,501126,0.4,0.019219,0.048368,0.614
A007585,Tarjeta,Biobío,2566769,603,90,1211958,0.4,0.14218,0.358657,0.699
A009817,Tarjeta,Metropolitana,3441502,938,0,3192707,0.4,0.001789,0.003899,0.8342
A004575,Consumo,Metropolitana,1017139,901,0,0,0.0,0.002946,0.00903,0.6323
A002523,Consumo,Valparaíso,7775803,913,0,0,0.0,0.002506,0.00635,0.6077
A011912,Consumo,Otras,1278191,870,15,0,0.0,0.004472,0.010811,0.5785
A004786,Automotriz,Biobío,1560375,834,0,0,0.0,0.007254,0.021507,0.4151
A014368,Consumo,Biobío,500891,620,0,0,0.0,0.116394,0.366233,0.6415
A012547,Consumo,Biobío,1205416,845,27,0,0.0,0.006258,0.018042,0.6462
A004364,Consumo,Metropolitana,1832771,776,0,0,0.0,0.015749,0.040933,0.6614
A002331,Consumo,Otras,1952179,834,0,0,0.0,0.007254,0.022399,0.5733
A007052,Consumo,Metropolitana,1647575,887,0,0,0.0,0.003557,0.008928,0.6738
A013882,Tarjeta,Metropolitana,825317,871,0,1619271,0.4,0.004412,0.014088,0.7428
A001054,Tarjeta,Otras,409598,774,0,618700,0.4,0.016173,0.043797,0.6381
A005826,Consumo,Metropolitana,1641511,835,0,0,0.0,0.007157,0.017041,0.6335
A008851,Consumo,Metropolitana,1965158,509,187,0,0.0,0.371211,0.97,0.6825
A002433,Automotriz,Otras,1971831,824,124,0,0.0,0.008295,0.025774,0.35
A001884,Consumo,Metropolitana,222323,918,0,0,0.0,0.002343,0.00706,0.5839
A003767,Consumo,Otras,3751268,842,0,0,0.0,0.006516,0.020437,0.607
A008362,Consumo,Metropolitana,1677378,878,0,0,0.0,0.004016,0.008571,0.6134
A010346,Microempresa,Valparaíso,2598112,887,37,4331193,0.4,0.003557,0.011296,0.6557
A007262,Consumo,Metropolitana,1175279,773,0,0,0.0,0.016389,0.04216,0.6666
A000497,Automotriz,Metropolitana,4826647,907,0,0,0.0,0.002717,0.006516,0.3969
A011227,Consumo,Metropolitana,1902755,950,0,0,0.0,0.001522,0.004008,0.6407
A014111,Automotriz,Metropolitana,1639905,795,0,0,0.0,0.012226,0.029902,0.3991
A005952,Consumo,Otras,1268018,873,0,0,0.0,0.004295,0.012061,0.6435
A013883,Microempresa,Metropolitana,2613842,622,77,3331958,0.4,0.113643,0.268809,0.5862
A006528,Consumo,Metropolitana,1656159,887,0,0,0.0,0.003557,0.007504,0.6536
A001360,Microempresa,Otras,780304,820,14,609832,0.4,0.008752,0.029207,0.4871
A012847,Automotriz,Metropolitana,4784188,838,0,0,0.0,0.006875,0.016462,0.3943
A011760,Consumo,Valparaíso,966551,950,0,0,0.0,0.001522,0.003913,0.7113
A008773,Consumo,Valparaíso,1222078,949,0,0,0.0,0.001542,0.004097,0.6949
A012565,Automotriz,Otras,1162900,949,0,0,0.0,0.001542,0.003554,0.4409
A013163,Automotriz,Metropolitana,784346,776,41,0,0.0,0.015749,0.043175,0.4281
A007477,Consumo,Metropolitana,5719045,856,0,0,0.0,0.005399,0.017717,0.6601
A014211,Tarjeta,Valparaíso,527439,728,0,1084533,0.4,0.029699,0.097909,0.7098
A011674,Consumo,Valparaíso,678087,832,0,0,0.0,0.007451,0.022177,0.5955
A014978,Tarjeta,Metropolitana,1218120,743,0,874678,0.4,0.024383,0.053466,0.7714
A014929,Consumo,Otras,433914,620,0,0,0.0,0.116394,0.257751,0.6118
A013509,Consumo,Otras,1589586,950,0,0,0.0,0.001522,0.003703,0.6693
A003832,Consumo,Metropolitana,6044246,902,0,0,0.0,0.002907,0.007138,0.6305
A001121,Consumo,Metropolitana,2721534,761,0,0,0.0,0.019219,0.042127,0.5833
A013286,Tarjeta,Metropolitana,3034861,734,180,2867171,0.4,0.02745,0.057798,0.7232
A000227,Microempresa,Metropolitana,6969094,849,0,3090421,0.4,0.005931,0.017166,0.5
A005953,Consumo,Metropolitana,1749915,931,40,0,0.0,0.001966,0.006217,0.5819
A005551,Consumo,Metropolitana,4629481,785,0,0,0.0,0.01397,0.045588,0.6409
A004509,Tarjeta,Otras,373607,819,0,727170,0.4,0.00887,0.026743,0.7503
A001989,Consumo,Otras,600187,789,0,0,0.0,0.013245,0.0346,0.6261
A003904,Consumo,Biobío,455937,874,0,0,0.0,0.004238,0.011472,0.676
A012190,Consumo,Biobío,683053,858,0,0,0.0,0.005255,0.011589,0.565
A009477,Tarjeta,Metropolitana,2033191,760,0,1636874,0.4,0.019476,0.060734,0.7216
A002363,Tarjeta,Valparaíso,214740,801,0,166381,0.4,0.011285,0.02855,0.6586
A008528,Consumo,Metropolitana,3131509,841,0,0,0.0,0.006604,0.014625,0.6302
A005928,Tarjeta,Metropolitana,2481541,808,0,2801888,0.4,0.010276,0.031189,0.6884
A008869,Consumo,Metropolitana,1322671,773,0,0,0.0,0.016389,0.052804,0.5802
A012729,Tarjeta,Otras,4385616,572,302,3353225,0.4,0.20127,0.62585,0.7018
A012235,Consumo,Metropolitana,818975,814,205,0,0.0,0.009484,0.024701,0.6387
A010220,Consumo,Otras,362806,753,0,0,0.0,0.021367,0.048161,0.6403
A012408,Tarjeta,Metropolitana,2238668,823,0,4635442,0.4,0.008407,0.024905,0.6792
A006466,Tarjeta,Metropolitana,607074,650,0,1283296,0.4,0.080733,0.241933,0.5778
A012179,Automotriz,Metropolitana,2856754,694,130,0,0.0,0.04622,0.11312,0.352
A013117,Consumo,Metropolitana,3514934,702,150,0,0.0,0.041681,0.125093,0.5787
A004667,Automotriz,Otras,1398127,798,0,0,0.0,0.011746,0.027399,0.3673
A004307,Consumo,Metropolitana,2337421,929,0,0,0.0,0.00202,0.004458,0.5651
A003499,Automotriz,Biobío,729093,845,0,0,0.0,0.006258,0.019399,0.3821
A001409,Consumo,Valparaíso,1650826,661,0,0,0.0,0.070366,0.182875,0.6714
A010653,Automotriz,Metropolitana,2376888,946,0,0,0.0,0.001606,0.005248,0.4538
A009880,Consumo,Otras,654534,833,41,0,0.0,0.007352,0.018433,0.6416
A013665,Tarjeta,Valparaíso,2130199,847,0,1387943,0.4,0.006092,0.015948,0.6655
A000134,Consumo,Otras,3044790,836,0,0,0.0,0.007062,0.018172,0.6019
A002850,Consumo,Metropolitana,1372697,664,0,0,0.0,0.06776,0.151347,0.5858
A009828,Microempresa,Otras,1207533,866,90,1651600,0.4,0.004719,0.014397,0.569
A009369,Consumo,Valparaíso,2643652,881,0,0,0.0,0.003857,0.008808,0.5665
A013083,Consumo,Otras,770157,862,0,0,0.0,0.00498,0.012342,0.6032
A003697,Consumo,Valparaíso,879190,712,0,0,0.0,0.036605,0.108898,0.6566
A008890,Automotriz,Metropolitana,2375709,836,0,0,0.0,0.007062,0.019252,0.3338
A003840,Consumo,Biobío,1533570,787,0,0,0.0,0.013603,0.032311,0.5169
A004171,Microempresa,Metropolitana,2536891,801,0,1898978,0.4,0.011285,0.03806,0.5499
A013054,Consumo,Metropolitana,940820,778,0,0,0.0,0.015335,0.037134,0.6729
A002492,Microempresa,Metropolitana,2257306,715,0,892696,0.4,0.035202,0.105139,0.5352
A002839,Consumo,Otras,706423,898,0,0,0.0,0.003068,0.009106,0.6001
A006066,Automotriz,Metropolitana,758553,863,0,0,0.0,0.004914,0.016255,0.4544
A010474,Microempresa,Metropolitana,387674,897,0,556893,0.4,0.003109,0.009214,0.6953
A010690,Microempresa,Metropolitana,425001,825,0,418942,0.4,0.008184,0.023207,0.5542
A011919,Consumo,Otras,1013548,838,0,0,0.0,0.006875,0.014712,0.6808
A001600,Automotriz,Metropolitana,1436449,767,72,0,0.0,0.017749,0.055425,0.4927
A006639,Tarjeta,Valparaíso,2822405,941,0,5714550,0.4,0.001718,0.003975,0.7101
A003721,Automotriz,Metropolitana,1838958,875,0,0,0.0,0.004181,0.013557,0.3605
A010165,Microempresa,Metropolitana,757717,921,0,505966,0.4,0.00225,0.004754,0.6123
A001230,Automotriz,Otras,1325273,768,0,0,0.0,0.017515,0.052698,0.3716
A002585,Consumo,Metropolitana,2170909,673,90,0,0.0,0.060469,0.152949,0.6251
A011540,Microempresa,Otras,1778690,759,0,831772,0.4,0.019735,0.063839,0.5377
A012028,Tarjeta,Otras,1899455,634,0,4063610,0.4,0.098304,0.285302,0.8287
A011793,Tarjeta,Metropolitana,4693151,824,90,8894014,0.4,0.008295,0.019147,0.7748
A005950,Microempresa,Metropolitana,1006176,856,0,539746,0.4,0.005399,0.01812,0.5357
A014078,Consumo,Biobío,2105477,876,0,0,0.0,0.004125,0.009204,0.6195
A006734,Consumo,Metropolitana,872740,902,0,0,0.0,0.002907,0.007081,0.559
A002429,Microempresa,Otras,1625202,907,0,3496487,0.4,0.002717,0.006499,0.5218
A009017,Tarjeta,Otras,2867033,753,0,5840288,0.4,0.021367,0.069002,0.766
A010524,Tarjeta,Metropolitana,155467,853,0,69142,0.4,0.005621,0.016949,0.7357
A014471,Tarjeta,Valparaíso,2198929,788,0,4179270,0.4,0.013423,0.040357,0.7893
A001037,Consumo,Valparaíso,1832810,788,0,0,0.0,0.013423,0.043426,0.643
A004657,Consumo,Valparaíso,180628,871,0,0,0.0,0.004412,0.014678,0.6438
A013018,Consumo,Metropolitana,1086496,700,0,0,0.0,0.042774,0.109201,0.6008
A008542,Tarjeta,Valparaíso,196008,773,0,147627,0.4,0.016389,0.050056,0.7864
A003867,Automotriz,Metropolitana,1604339,776,0,0,0.0,0.015749,0.040322,0.3949
A013734,Microempresa,Otras,5547415,841,0,10935122,0.4,0.006604,0.021464,0.5402
A014619,Microempresa,Otras,3946199,919,0,1226025,0.4,0.002311,0.005325,0.5529
